question_id,ground_truth,predicted,is_correct,match_type,timestamp
82,Addition,Multiplication,False,No Match,2025-06-24T18:29:14.202011
83,Word Problem Comprehension,Fractions,False,No Match,2025-06-24T18:29:14.326115
84,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:14.422625
85,Subtraction,Relative Comparison,False,No Match,2025-06-24T18:29:14.517918
86,Division,Decimal Operations,False,No Match,2025-06-24T18:29:14.661606
87,Decimal Multiplication,Decimal Multiplication,True,Exact Match,2025-06-24T18:29:14.770489
88,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:14.864784
89,Multiplication,Percentage Increase,False,No Match,2025-06-24T18:29:14.965511
90,Word Problem Comprehension,Word Problem Comprehension,True,Exact Match,2025-06-24T18:29:15.094805
91,Division,Division,True,Exact Match,2025-06-24T18:29:15.204713
92,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:15.322117
93,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:15.441136
94,Word Problem Comprehension,Division,False,No Match,2025-06-24T18:29:15.525938
95,Multiplication,Percentage,False,No Match,2025-06-24T18:29:15.657838
96,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:15.781195
97,Deduction,Fractions,False,No Match,2025-06-24T18:29:15.903114
98,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:16.023118
99,Ratios,Ratios,True,Exact Match,2025-06-24T18:29:16.185127
100,Word Problem Comprehension,Subtraction,False,No Match,2025-06-24T18:29:16.282275
101,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:16.402493
102,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:16.485002
103,Addition,Addition,True,Exact Match,2025-06-24T18:29:16.629022
104,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:16.724204
105,Addition,Addition,True,Exact Match,2025-06-24T18:29:16.843296
106,Word Problem Comprehension,Fractions,False,No Match,2025-06-24T18:29:16.926393
107,Word Problem Comprehension,Percentage Calculation,False,No Match,2025-06-24T18:29:17.044749
108,Multiplication,Cost Calculation,False,No Match,2025-06-24T18:29:17.180129
109,Word Problem Comprehension,Conceptual Misunderstanding,False,No Match,2025-06-24T18:29:17.339410
110,Word Problem Comprehension,Comparison,False,No Match,2025-06-24T18:29:17.443175
111,Subtraction,Subtraction,True,Exact Match,2025-06-24T18:29:17.539182
112,Addition,Conceptual Misunderstandings,False,No Match,2025-06-24T18:29:17.697889
113,Subtraction,Percentages,False,No Match,2025-06-24T18:29:17.795091
114,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:17.871643
115,Algebraic Thinking,Fraction of a Fraction,False,No Match,2025-06-24T18:29:18.045745
116,Variable Assignment,Variable Assignment,True,Exact Match,2025-06-24T18:29:18.191788
117,Variable Assignment,Fractions,False,No Match,2025-06-24T18:29:18.871463
118,Pattern Recognition,Pattern Recognition,True,Exact Match,2025-06-24T18:29:18.954611
119,Word Problem Comprehension,Addition,False,No Match,2025-06-24T18:29:19.030120
120,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:19.150611
121,Rate,Rate,True,Exact Match,2025-06-24T18:29:19.307115
122,Subtraction,Conceptual Misunderstandings,False,No Match,2025-06-24T18:29:19.469132
123,Subtraction,Decimal Operations,False,No Match,2025-06-24T18:29:19.608078
124,Fractions,Multiplication,False,No Match,2025-06-24T18:29:19.725603
125,Addition,Multiplication,False,No Match,2025-06-24T18:29:19.807530
126,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:19.902057
127,Multiplication,Division,False,No Match,2025-06-24T18:29:20.010866
128,Rounding,Conceptual Misunderstanding,False,No Match,2025-06-24T18:29:20.169702
129,Word Problem Comprehension,Ratios,False,No Match,2025-06-24T18:29:20.277062
130,Subtraction,Division,False,No Match,2025-06-24T18:29:20.364116
131,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:20.482626
132,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:20.578581
133,Fractions,Multiplication,False,No Match,2025-06-24T18:29:20.674107
134,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:20.792300
135,Algebraic Thinking,Word Problem Comprehension,False,No Match,2025-06-24T18:29:20.946841
136,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:21.043317
137,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:21.138947
138,Addition,Multiplication,False,No Match,2025-06-24T18:29:21.258116
139,Multiplication,Multiplication,True,Exact Match,2025-06-24T18:29:21.406455
140,Subtraction,Percentages,False,No Match,2025-06-24T18:29:21.550344
141,Word Problem Comprehension,Time Conversion,False,No Match,2025-06-24T18:29:21.632134
142,Percentages,Set Theory (Overlapping Sets),False,No Match,2025-06-24T18:29:21.784545
143,Proportions,Percentages,False,No Match,2025-06-24T18:29:21.919844
144,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:22.034811
145,Unit Conversion,Unit Conversion,True,Exact Match,2025-06-24T18:29:22.131035
146,Subtraction,Subtraction,True,Exact Match,2025-06-24T18:29:22.226499
147,Subtraction,Subtraction,True,Exact Match,2025-06-24T18:29:22.319175
148,Word Problem Comprehension,Subtraction,False,No Match,2025-06-24T18:29:22.413628
149,Future Value Calculation,Conceptual Misunderstandings,False,No Match,2025-06-24T18:29:22.538002
150,Algebraic Thinking,Ratio and Proportion,False,No Match,2025-06-24T18:29:22.655001
151,Subtraction,Multiplication,False,No Match,2025-06-24T18:29:22.774908
152,Subtraction,Percentage,False,No Match,2025-06-24T18:29:22.859679
153,Subtraction,Percentage,False,No Match,2025-06-24T18:29:22.975974
154,Word Problem Comprehension,Simple Interest Calculation,False,No Match,2025-06-24T18:29:23.119789
155,Subtraction,Subtraction,True,Exact Match,2025-06-24T18:29:23.216718
156,Multiplication,Percentages,False,No Match,2025-06-24T18:29:23.316117
157,Subtraction,Subtraction,True,Exact Match,2025-06-24T18:29:23.435548
158,Subtraction,Subtraction,True,Exact Match,2025-06-24T18:29:23.535608
159,Word Problem Comprehension,Percentages,False,No Match,2025-06-24T18:29:23.631116
160,Division,Division,True,Exact Match,2025-06-24T18:29:23.742175
161,Word Problem Comprehension,Subtraction,False,No Match,2025-06-24T18:29:23.824707
162,Percentage Calculation,Percentage Calculation,True,Exact Match,2025-06-24T18:29:23.979346
163,Word Problem Comprehension,Subtraction,False,No Match,2025-06-24T18:29:24.096276
164,Addition,Division,False,No Match,2025-06-24T18:29:24.201016
165,Unit Conversion,Unit Conversion,True,Exact Match,2025-06-24T18:29:24.333460
166,Division,Unit Conversion,False,No Match,2025-06-24T18:29:24.471731
167,Proportional Reasoning,Proportional Reasoning,True,Exact Match,2025-06-24T18:29:24.602622
168,Word Problem Comprehension,Percentage,False,No Match,2025-06-24T18:29:24.717132
169,Ratios,Percentage Increase,False,No Match,2025-06-24T18:29:24.813088
170,Unit Conversion,Unit Conversion,True,Exact Match,2025-06-24T18:29:24.909067
171,Multiplication,Percentage,False,No Match,2025-06-24T18:29:24.991948
172,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:25.086666
173,Word Problem Comprehension,Distance/Rate/Time Relationship,False,No Match,2025-06-24T18:29:25.249068
174,Addition,Multiplication,False,No Match,2025-06-24T18:29:25.330108
175,Average Speed,Average Speed,True,Exact Match,2025-06-24T18:29:25.470134
176,Multiplication,Unit Conversion,False,No Match,2025-06-24T18:29:25.551648
177,Multiplication,Percentage Calculation,False,No Match,2025-06-24T18:29:25.686116
178,Subtraction,Percentage,False,No Match,2025-06-24T18:29:25.818606
179,Multiplication,Subtraction,False,No Match,2025-06-24T18:29:25.944117
180,Word Problem Comprehension,Division,False,No Match,2025-06-24T18:29:26.030167
181,Addition,Exponential Growth,False,No Match,2025-06-24T18:29:26.137394
182,Fractions,Fractions,True,Exact Match,2025-06-24T18:29:26.270436
183,Word Problem Comprehension,Addition,False,No Match,2025-06-24T18:29:26.386012
184,Subtraction,Subtraction,True,Exact Match,2025-06-24T18:29:26.484499
185,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:26.559502
186,Addition,Unit Conversion,False,No Match,2025-06-24T18:29:26.656610
187,Multiplication,Fractions,False,No Match,2025-06-24T18:29:26.802072
188,Word Problem Comprehension,Multiplication,False,No Match,2025-06-24T18:29:26.880582
189,Variable Assignment,Word Problem Comprehension,False,No Match,2025-06-24T18:29:27.030675
190,Variable Assignment,Order of Operations,False,No Match,2025-06-24T18:29:27.137593
191,Addition,Multiplication,False,No Match,2025-06-24T18:29:27.264877
192,Division,Weighted Average,False,No Match,2025-06-24T18:29:27.407266
193,Ratio and Proportion,Computational Errors,False,No Match,2025-06-24T18:29:27.556610
194,Addition,Multiplication,False,No Match,2025-06-24T18:29:27.671117
195,Subtraction,Subtraction,True,Exact Match,2025-06-24T18:29:27.802843
196,Subtraction,Subtraction,True,Exact Match,2025-06-24T18:29:27.883351
197,Fractions,Fractions,True,Exact Match,2025-06-24T18:29:28.012081
198,Addition,Unit Conversion,False,No Match,2025-06-24T18:29:28.148553
199,Word Problem Comprehension,Subtraction,False,No Match,2025-06-24T18:29:28.272608
